Lp.,Numer EVN,Nr SAT,seria,Typ,Rok budowy,stacja postoju,masa konstrukcyjna (tony),Nr i nazwa części sprzedaży
403,825167395912,7000033617,Fas,413S,1976,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
404,825167392539,7000033439,Fas,413S,1977,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
405,825167399807,7000033829,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
406,825167395334,7000033586,Fas,413S,1976,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
407,825167394758,7000033561,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
408,825167392349,7000033430,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
409,825167396092,7000033629,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
410,825167392646,7000033444,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
411,825167390509,7000033325,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
412,825167391515,7000033381,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
413,825167395458,7000033594,Fas,413S,1976,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
414,825167391937,7000033405,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
415,825167390905,7000033343,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
416,825167396647,7000030173,Fas,413S,1977,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
417,825167396449,7000033648,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
418,825167393743,7000033499,Fas,413S,1977,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
419,825167392109,7000031073,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
420,825167395938,7000033618,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
421,825167396498,7000033652,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
422,825167399690,7000033824,Fas,413S,1977,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
423,825167398080,7000033734,Fas,413S,1976,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
424,825167394774,7000033563,Fas,413S,1977,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
425,825167397686,7000033708,Fas,413S,1975,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
426,825167394022,7000030162,Fas,413S,1977,Częstochowa Towarowa,25.30,III - Rejon TARNOWSKIE GÓRY
427,215133496293,7000011397,Kbs,210Z,1992,Częstochowa Towarowa,13.60,III - Rejon TARNOWSKIE GÓRY
428,815147073689,7000022687,Smms,426Z,1986,Częstochowa Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
429,825165566340,7000031128,Fal,WAP/F,1973,Częstochowa Towarowa,28.00,III - Rejon TARNOWSKIE GÓRY
430,315166544389,7000032021,Fals,WAP/Fs,1975,Częstochowa Towarowa,28.00,III - Rejon TARNOWSKIE GÓRY
431,315139473252,7000016490,Res,424Z,1988,Częstochowa Towarowa,24.00,III - Rejon TARNOWSKIE GÓRY
432,315139458949,7000015555,Res,424Z,1985,Częstochowa Towarowa,24.00,III - Rejon TARNOWSKIE GÓRY
433,315139466074,7000016046,Res,424Z,1986,Częstochowa Towarowa,24.00,III - Rejon TARNOWSKIE GÓRY
434,815147052063,7000022662,Smms,426Z,1988,Częstochowa Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
435,315147051033,7000020838,Smms,426Z,1988,Częstochowa Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
436,315159769308,7000039715,Eas,408W,1980,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
437,315166341398,7000084114,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
438,315166532103,7000031544,Fals,WAP/F,1979,Dąbrowa Górnicza Towarowa,28.00,III - Rejon TARNOWSKIE GÓRY
439,315153630043,7000060809,Eaos,412W,1988,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
440,825153723424,7000046808,Eaos,CFR/E,1989,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
441,825153131818,7000066810,Eaos,408W,1979,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
442,315153509536,7000073561,Eaos,412W,1983,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
443,315153552320,7000056027,Eaos,CFR/E,1984,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
444,315153695160,7000040103,Eaos,CSD/E,1985,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
445,315166351413,7000002723,Falns,436V,1999,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
446,315166344897,7000086943,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
447,315166359929,7000083846,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
448,315166344848,7000086938,Falns,440V,2002,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
449,315166367500,7000081473,Falns,436V,1999,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
450,315166350167,7000002625,Falns,440V,1999,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
451,315166349573,7000082288,Falns,440V,2004,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
452,315166359895,7000083843,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
453,315166364424,7000081486,Falns,440V,1999,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
454,315166340309,7000083799,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
455,315166363350,7000026581,Falns,436V,1998,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
456,315166345746,7000086863,Falns,440V,2002,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
457,315166369175,7000002661,Falns,440V,1999,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
458,315166370058,7000084021,Falns,440V,2004,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
459,315166358384,7000083689,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
460,315166532830,7000027434,Fals,WAP/Fs,1975,Dąbrowa Górnicza Towarowa,28.00,III - Rejon TARNOWSKIE GÓRY
461,315166534190,7000031622,Fals,WAP/Fs,1975,Dąbrowa Górnicza Towarowa,28.00,III - Rejon TARNOWSKIE GÓRY
462,315166663130,7000028971,Fals,448V,1977,Dąbrowa Górnicza Towarowa,28.00,III - Rejon TARNOWSKIE GÓRY
463,315139440665,7000014299,Res,424Z,1983,Dąbrowa Górnicza Towarowa,24.00,III - Rejon TARNOWSKIE GÓRY
464,315147072880,7000021445,Smms,426Z,1985,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
465,315147072195,7000021419,Smms,426Z,1985,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
466,315147079190,7000021716,Smms,426Z,1987,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
467,315147050936,7000020835,Smms,426Z,1988,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
468,315147070108,7000021315,Smms,426Z,1985,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
469,315147074597,7000022879,Smms,426Z,1986,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
470,315153766839,7000048066,Eanos,415W,1995,Dąbrowa Górnicza Towarowa,24.00,III - Rejon TARNOWSKIE GÓRY
471,315153571379,7000056502,Eaos,CSD/E,1987,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
472,315153574712,7000039750,Eaos,CSD/E,1987,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
473,315153507985,7000037364,Eaos,412W,1983,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
474,315153635083,7000039623,Eaos,CSD/E,1988,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
475,315154995585,7000051737,Eaos,CFR/E,1987,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
476,315153679552,7000038838,Eaos,CFR/E,1985,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
477,315154971479,7000050221,Eaos,CFR/E,1986,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
478,315153671773,7000062900,Eaos,412W,1985,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
479,315153494275,7000073217,Eaos,408W,1981,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
480,315153469566,7000035732,Eaos,CFR/E,1987,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
481,315154968780,7000050040,Eaos,CFR/E,1986,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
482,315166343428,7000084518,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
483,315166351652,7000002747,Falns,436V,1999,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
484,315166349292,7000082126,Falns,440V,2004,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
485,315166347874,7000081811,Falns,440V,2003,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
486,315166350399,7000002648,Falns,440V,1999,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
487,315166340036,7000083790,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
488,315166358319,7000083682,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
489,315166346363,7000026357,Falns,440V,2002,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
490,315166358087,7000083659,Falns,440V,2001,Dąbrowa Górnicza Towarowa,26.50,III - Rejon TARNOWSKIE GÓRY
491,315147061214,7000020991,Smms,426Z,1987,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
492,315147051983,7000020867,Smms,426Z,1988,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
493,315147055091,7000020965,Smms,426Z,1986,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
494,315153497823,7000072885,Eaos,408W,1982,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
495,315153394129,7000070365,Eaos,408W,1981,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
496,315153288834,7000068244,Eaos,408W,1980,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
497,315153405271,7000072729,Eaos,412W,1987,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
498,315154967162,7000049926,Eaos,CFR/E,1986,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
499,315153547957,7000075575,Eaos,CFR/E,1984,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
500,315153553609,7000056124,Eaos,CFR/E,1984,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
501,315153512753,7000074394,Eaos,412W,1983,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
502,315153696143,7000064600,Eaos,CSD/E,1985,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
503,315153585395,7000057422,Eaos,CFR/E,1987,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
504,315153654423,7000062371,Eaos,412W,1985,Dąbrowa Górnicza Towarowa,20.00,III - Rejon TARNOWSKIE GÓRY
