Lp.,Numer EVN,Nr SAT,seria,Typ,Rok budowy,stacja postoju,masa konstrukcyjna (tony),Nr i nazwa części sprzedaży
5803,315153515533,7000073985,Eaos,412W,1983,Spytkowice ,20.00,VII - Rejon ZABRZEG
5804,315153629656,7000044584,Eaos,412W,1988,Spytkowice ,20.00,VII - Rejon ZABRZEG
5805,315153539962,7000040261,Eaos,412W,1980,Spytkowice ,20.00,VII - Rejon ZABRZEG
5806,315153696606,7000034906,Eaos,CSD/E,1985,Spytkowice ,20.00,VII - Rejon ZABRZEG
5807,315153549391,7000055826,Eaos,CFR/E,1984,Spytkowice ,20.00,VII - Rejon ZABRZEG
5808,315153463064,7000071488,Eaos,CFR/E,1987,Spytkowice ,20.00,VII - Rejon ZABRZEG
5809,315153695509,7000038804,Eaos,CSD/E,1985,Spytkowice ,20.00,VII - Rejon ZABRZEG
5810,315166351033,7000086376,Falns,440V,2000,Spytkowice ,26.50,VII - Rejon ZABRZEG
5811,315166347577,7000081749,Falns,440V,2003,Spytkowice ,26.50,VII - Rejon ZABRZEG
5812,315166342685,7000084239,Falns,440V,2001,Spytkowice ,26.50,VII - Rejon ZABRZEG
5813,315166343576,7000084533,Falns,440V,2001,Spytkowice ,26.50,VII - Rejon ZABRZEG
5814,315166370256,7000084041,Falns,440V,2004,Spytkowice ,26.50,VII - Rejon ZABRZEG
5815,315166345308,7000086984,Falns,440V,2001,Spytkowice ,26.50,VII - Rejon ZABRZEG
5816,315166366577,7000026843,Falns,436V,1998,Spytkowice ,26.50,VII - Rejon ZABRZEG
5817,315166355356,7000083071,Falns,440V,2000,Spytkowice ,26.50,VII - Rejon ZABRZEG
5818,315139447603,7000014755,Res,424Z,1984,Spytkowice ,24.00,VII - Rejon ZABRZEG
5819,315139443339,7000014465,Res,424Z,1984,Spytkowice ,24.00,VII - Rejon ZABRZEG
5820,315139471058,7000016357,Res,424Z,1987,Spytkowice ,24.00,VII - Rejon ZABRZEG
5821,315139472478,7000016442,Res,424Z,1987,Spytkowice ,24.00,VII - Rejon ZABRZEG
5822,315139443537,7000014480,Res,424Z,1984,Spytkowice ,24.00,VII - Rejon ZABRZEG
5823,315139473658,7000016518,Res,424Z,1988,Spytkowice ,24.00,VII - Rejon ZABRZEG
5824,315147063921,7000021078,Smms,426Z,1987,Spytkowice ,20.00,VII - Rejon ZABRZEG
5825,315147068060,7000021240,Smms,426Z,1985,Spytkowice ,20.00,VII - Rejon ZABRZEG
5826,315147069555,7000021294,Smms,426Z,1985,Spytkowice ,20.00,VII - Rejon ZABRZEG
5827,315147075834,7000021576,Smms,426Z,1986,Spytkowice ,20.00,VII - Rejon ZABRZEG
5828,315147078861,7000021703,Smms,426Z,1987,Spytkowice ,20.00,VII - Rejon ZABRZEG
5829,315147073573,7000021478,Smms,426Z,1986,Spytkowice ,20.00,VII - Rejon ZABRZEG
5830,315154985933,7000051084,Eaos,412W,1987,Spytkowice ,20.00,VII - Rejon ZABRZEG
5831,315154978011,7000050521,Eaos,412W,1986,Spytkowice ,20.00,VII - Rejon ZABRZEG
5832,315154959441,7000039109,Eaos,412W,1986,Spytkowice ,20.00,VII - Rejon ZABRZEG
5833,315154960522,7000042135,Eaos,412W,1986,Spytkowice ,20.00,VII - Rejon ZABRZEG
5834,315153454584,7000071007,Eaos,CFR/E,1989,Spytkowice ,20.00,VII - Rejon ZABRZEG
5835,315153674066,7000044737,Eaos,412W,1986,Spytkowice ,20.00,VII - Rejon ZABRZEG
5836,315154977732,7000050502,Eaos,412W,1986,Spytkowice ,20.00,VII - Rejon ZABRZEG
5837,315153626579,7000060546,Eaos,412W,1988,Spytkowice ,20.00,VII - Rejon ZABRZEG
5838,315153810629,7000075096,Eaos,412W,1984,Spytkowice ,20.00,VII - Rejon ZABRZEG
5839,825153191515,7000067687,Eaos,409W,1977,Spytkowice ,20.00,VII - Rejon ZABRZEG
5840,315153813664,7000036645,Eaos,412W,1987,Spytkowice ,20.00,VII - Rejon ZABRZEG
5841,315166345548,7000087008,Falns,440V,2001,Spytkowice ,26.50,VII - Rejon ZABRZEG
5842,315166354201,7000086342,Falns,440V,2000,Spytkowice ,26.50,VII - Rejon ZABRZEG
5843,315166367609,7000081889,Falns,436V,1999,Spytkowice ,26.50,VII - Rejon ZABRZEG
5844,315166363491,7000026595,Falns,436V,1998,Spytkowice ,26.50,VII - Rejon ZABRZEG
5845,315166351389,7000002720,Falns,436V,1999,Spytkowice ,26.50,VII - Rejon ZABRZEG
5846,315166366981,7000081866,Falns,436V,1999,Spytkowice ,26.50,VII - Rejon ZABRZEG
5847,315166352239,7000082840,Falns,440V,2000,Spytkowice ,26.50,VII - Rejon ZABRZEG
5848,315166345001,7000086954,Falns,440V,2001,Spytkowice ,26.50,VII - Rejon ZABRZEG
5849,315166363772,7000026623,Falns,436V,1998,Spytkowice ,26.50,VII - Rejon ZABRZEG
5850,315166354375,7000082872,Falns,440V,2000,Spytkowice ,26.50,VII - Rejon ZABRZEG
5851,315166357410,7000083497,Falns,440V,2001,Spytkowice ,26.50,VII - Rejon ZABRZEG
5852,825166577759,7000032548,Fals,WAP/F,1974,Spytkowice ,28.00,VII - Rejon ZABRZEG
5853,315139464582,7000015945,Res,424Z,1986,Spytkowice ,24.00,VII - Rejon ZABRZEG
5854,315139442786,7000014430,Res,424Z,1984,Spytkowice ,24.00,VII - Rejon ZABRZEG
5855,315139420311,7000014268,Res,BDZ/R,1979,Spytkowice ,24.00,VII - Rejon ZABRZEG
5856,315139465456,7000016004,Res,424Z,1986,Spytkowice ,24.00,VII - Rejon ZABRZEG
5857,315139466629,7000016931,Res,424Z,1986,Spytkowice ,24.00,VII - Rejon ZABRZEG
5858,315139440509,7000016902,Res,424Z,1983,Spytkowice ,24.00,VII - Rejon ZABRZEG
5859,315139470936,7000016350,Res,424Z,1987,Spytkowice ,24.00,VII - Rejon ZABRZEG
5860,315147078887,7000021704,Smms,426Z,1987,Spytkowice ,20.00,VII - Rejon ZABRZEG
5861,315147069472,7000021290,Smms,426Z,1985,Spytkowice ,20.00,VII - Rejon ZABRZEG
5862,315147075305,7000022883,Smms,426Z,1986,Spytkowice ,20.00,VII - Rejon ZABRZEG
5863,315147052304,7000020877,Smms,426Z,1988,Spytkowice ,20.00,VII - Rejon ZABRZEG
5864,315147050357,7000020819,Smms,426Z,1988,Spytkowice ,20.00,VII - Rejon ZABRZEG
5865,315153770161,7000047731,Eanos,415W,1996,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5866,315153777703,7000044311,Eanos,415W,1998,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5867,315154190948,7000044629,Eans,421W,1998,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5868,315153471521,7000071917,Eaos,412Wb,1987,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5869,315153628831,7000060720,Eaos,412W,1988,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5870,315154985859,7000051080,Eaos,412W,1987,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5871,315153811890,7000075204,Eaos,412W,1984,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5872,825153368469,7000069632,Eaos,401Wb,1980,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5873,825153490529,7000072532,Eaos,408W,1980,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5874,315153402468,7000071980,Eaos,412W,1987,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5875,315154985644,7000051065,Eaos,412W,1986,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5876,825159765395,7000054725,Eas,408W,1981,Strzelce Opolskie,20.00,III - Rejon TARNOWSKIE GÓRY
5877,315166359606,7000083766,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5878,315166359101,7000083711,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5879,315166340077,7000083794,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5880,315166358491,7000083607,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5881,315166340754,7000026283,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5882,315166358806,7000083638,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5883,315166359945,7000083783,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5884,315166346066,7000086895,Falns,440V,2002,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5885,315166358145,7000083665,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5886,315166359051,7000083706,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5887,315166341794,7000084154,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5888,315166343691,7000084545,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5889,315166502932,7000031276,Fals,WAP/Fs,1980,Strzelce Opolskie,28.00,III - Rejon TARNOWSKIE GÓRY
5890,315166547028,7000027902,Fals,WAP/Fs,1977,Strzelce Opolskie,28.00,III - Rejon TARNOWSKIE GÓRY
5891,315166551608,7000028076,Fals,WAP/Fs,1977,Strzelce Opolskie,28.00,III - Rejon TARNOWSKIE GÓRY
5892,315166553281,7000032313,Fals,WAP/Fs,1976,Strzelce Opolskie,28.00,III - Rejon TARNOWSKIE GÓRY
5893,315139470555,7000016325,Res,424Z,1987,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5894,315139461802,7000015755,Res,424Z,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5895,315166368532,7000082042,Falns,436V,1999,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5896,315166368854,7000082074,Falns,436V,1999,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5897,315166345878,7000086876,Falns,440V,2002,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5898,315166345217,7000086975,Falns,440V,2001,Strzelce Opolskie,26.50,III - Rejon TARNOWSKIE GÓRY
5899,315139456919,7000015397,Res,CSD/R,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5900,315139469284,7000016253,Res,424Z,1987,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5901,315139461174,7000015709,Res,424Z,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5902,315139452736,7000015105,Res,424Z,1984,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5903,315139459046,7000015562,Res,CSD/R,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5904,315139457107,7000015413,Res,CSD/R,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5905,315139448080,7000014791,Res,424Z,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5906,315139453296,7000015147,Res,CSD/R,1984,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5907,315139462578,7000015805,Res,424Z,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5908,315139477154,7000016753,Res,424Z,1989,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5909,315139458790,7000015542,Res,CSD/R,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5910,315139475125,7000016618,Res,424Z,1988,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5911,315139475521,7000016645,Res,424Z,1988,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5912,315139470241,7000016309,Res,424Z,1987,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5913,315139458519,7000015519,Res,CSD/R,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5914,315139449351,7000014874,Res,424Z,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5915,315139472163,7000016423,Res,424Z,1987,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5916,315139459061,7000018166,Res,CSD/R,1985,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5917,315139450938,7000014978,Res,CSD/R,1984,Strzelce Opolskie,24.00,III - Rejon TARNOWSKIE GÓRY
5918,825153713102,7000045818,Eaos,CFR/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5919,315153553740,7000043992,Eaos,CFR/E,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5920,825153553177,7000038969,Eaos,CFR/E,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5921,825153690482,7000064210,Eaos,CFR/E,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5922,825153678008,7000042957,Eaos,CFR/E,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5923,315153710191,7000044802,Eaos,CFR/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5924,815153025284,7000065965,Eaos,408W,1979,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5925,315153616455,7000042351,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5926,315153535382,7000074694,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5927,315153508694,7000041146,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5928,315154196309,7000048597,Eans,424W,1998,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5929,825153608690,7000059070,Eaos,CFR/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5930,825154965305,7000038145,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5931,825153671847,7000062905,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5932,825153622352,7000060073,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5933,825154991780,7000052070,Eaos,CFR/E,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5934,315153607348,7000038427,Eaos,CFR/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5935,825153728183,7000044473,Eaos,CSD/E,1989,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5936,315154957346,7000037469,Eaos,CSD/E,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5937,315154985982,7000051086,Eaos,412W,1987,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5938,315153514379,7000036802,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5939,315153512100,7000073750,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5940,315153535747,7000040444,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5941,315153402880,7000072013,Eaos,412W,1987,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5942,825153346663,7000068929,Eaos,408W,1980,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5943,315153332137,7000066085,Eaos,408W,1979,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5944,315153496346,7000072817,Eaos,408W,1982,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5945,315153509353,7000073550,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5946,315153531415,7000038358,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5947,825153605621,7000058855,Eaos,CFR/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5948,315127151571,7000010847,Hais,412Kc,1968,Szczecin Port Centralny,23.80,II - Rejon SZCZECIN
5949,315153776952,7000048218,Eanos,415W,1997,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5950,315153775293,7000048696,Eanos,415W,1997,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5951,315153778776,7000048360,Eanos,423W,1997,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5952,315153775632,7000048122,Eanos,415W,1998,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5953,315153773488,7000040211,Eanos,415W,1997,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5954,315153766201,7000043571,Eanos,415W,1995,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5955,315154192282,7000048554,Eans,424W,1998,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5956,315154195087,7000048564,Eans,424W,1998,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5957,315153604709,7000058791,Eaos,CFR/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5958,315153702271,7000065017,Eaos,CSD/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5959,315153634086,7000061569,Eaos,412W,1989,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5960,315153710985,7000038837,Eaos,CFR/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5961,825153743778,7000085557,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5962,315153535457,7000074699,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5963,315153674918,7000063124,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5964,315153652997,7000062272,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5965,315153510971,7000041823,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5966,315153536596,7000074782,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5967,315139458147,7000015489,Res,CSD/R,1985,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5968,315153773280,7000047956,Eanos,415W,1997,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5969,315153571627,7000056519,Eaos,CSD/E,1987,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5970,315153698396,7000064756,Eaos,CSD/E,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5971,825153683800,7000063741,Eaos,CFR/E,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5972,825153714977,7000045955,Eaos,CFR/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5973,315153530383,7000074333,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5974,825153635024,7000061009,Eaos,CSD/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5975,825153639695,7000061320,Eaos,CSD/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5976,825153622345,7000060072,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5977,825153702683,7000065046,Eaos,CSD/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5978,315153456993,7000071258,Eaos,CFR/E,1989,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5979,825153743042,7000085738,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5980,825153648829,7000061970,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5981,315153673290,7000063011,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5982,315153650058,7000062059,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5983,315153650819,7000062714,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5984,315153510302,7000039413,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5985,315154974077,7000034720,Eaos,CFR/E,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5986,315154964268,7000038847,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5987,825153743836,7000085563,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5988,825153741962,7000085135,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5989,825153743190,7000045021,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5990,825166548198,7000032183,Fals,WAP/F,1978,Szczecin Port Centralny,28.00,II - Rejon SZCZECIN
5991,315127150094,7000010799,Hais,412K,1969,Szczecin Port Centralny,23.80,II - Rejon SZCZECIN
5992,315153771938,7000042534,Eanos,423W,1998,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
5993,825153680962,7000063545,Eaos,CFR/E,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5994,315153649571,7000062025,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5995,315153657673,7000062606,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5996,315153474525,7000044674,Eaos,412W,1987,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5997,315153620978,7000059976,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5998,315153400991,7000071873,Eaos,412W,1987,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
5999,315153518636,7000074207,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6000,315153658085,7000062636,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6001,315153659877,7000063363,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6002,315154965851,7000049689,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6003,315153657699,7000062608,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6004,825153741061,7000084951,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6005,825153742796,7000085713,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6006,825153741608,7000084999,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6007,315153509874,7000073590,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6008,825159516160,7000054061,Eas,401Wb,1971,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6009,315166506867,7000031423,Fals,WAP/F,1980,Szczecin Port Centralny,28.00,II - Rejon SZCZECIN
6010,315166556417,7000032387,Fals,WAP/F,1978,Szczecin Port Centralny,28.00,II - Rejon SZCZECIN
6011,315127150029,7000010792,Hais,412K,1969,Szczecin Port Centralny,23.80,II - Rejon SZCZECIN
6012,315127153726,7000011061,Hais,412Kc,1974,Szczecin Port Centralny,23.80,II - Rejon SZCZECIN
6013,315127154344,7000011123,Hais,412Kc,1973,Szczecin Port Centralny,23.80,II - Rejon SZCZECIN
6014,315127150797,7000002816,Hais,412Kc,1975,Szczecin Port Centralny,23.80,II - Rejon SZCZECIN
6015,825153063888,7000066177,Eaos,401Wj,1977,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6016,315153621836,7000042720,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6017,315153533254,7000074543,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6018,825153632401,7000060452,Eaos,412W,1989,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6019,315153503455,7000073178,Eaos,408W,1982,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6020,315153647864,7000061904,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6021,315153615598,7000042947,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6022,825153163910,7000067150,Eaos,408W,1979,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6023,315153531464,7000075012,Eaos,401Wb,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6024,315153361631,7000069339,Eaos,408W,1980,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6025,315154980470,7000036666,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6026,315153622545,7000060091,Eaos,CSD/E,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6027,315153514494,7000073915,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6028,315153404613,7000043018,Eaos,412W,1987,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6029,315153403912,7000072088,Eaos,412W,1987,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6030,825153741046,7000045014,Eaos,430W,2004,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6031,315153810470,7000075081,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6032,315153536869,7000074796,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6033,315153624558,7000060238,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6034,825153743794,7000085559,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6035,315153673993,7000063061,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6036,425133030451,7000011771,Ks,24Z,1979,Szczecin Port Centralny,13.60,II - Rejon SZCZECIN
6037,315108228315,7000025272,Tadds,430Sa,1979,Szczecin Port Centralny,30.80,II - Rejon SZCZECIN
6038,315153768934,7000047630,Eanos,415W,1996,Szczecin Port Centralny,24.00,II - Rejon SZCZECIN
6039,315154959888,7000049271,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6040,315153687662,7000044475,Eaos,CFR/E,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6041,315154968640,7000050030,Eaos,CFR/E,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6042,315153393931,7000070356,Eaos,408W,1981,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6043,315153511672,7000073717,Eaos,412W,1983,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6044,315153674249,7000039546,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6045,315153615119,7000059534,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6046,315153648383,7000061941,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6047,315153615473,7000059560,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6048,315153648698,7000061962,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6049,315153535317,7000042188,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6050,315153405222,7000072724,Eaos,412W,1987,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6051,315153648375,7000061940,Eaos,412W,1985,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6052,315153623527,7000060160,Eaos,412W,1988,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6053,315153538550,7000074913,Eaos,412W,1984,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6054,315154960886,7000049337,Eaos,412W,1986,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6055,825153741848,7000085123,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
6056,825153744065,7000085586,Eaos,430W,2005,Szczecin Port Centralny,20.00,II - Rejon SZCZECIN
